"code","parent"
"E05000463","E05000463"
"E05000464","E05000464"
"E05000465","E05000465"
"E05000466","E05000466"
"E05000467","E05000467"
"E05000468","E05000468"
"E05000469","E05000469"
"E05000470","E05000470"
"E05000471","E05000471"
"E05000472","E05000472"
"E05000473","E05000473"
"E05000474","E05000474"
"E05000475","E05000475"
"E05000476","E05000476"
"E05000477","E05000477"
"E05000478","E05000478"
"E05000479","E05000479"
"E05000480","E05000480"
"E05000481","E05000481"
"E05000482","E05000482"
"E05000483","E05000483"
"E05000484","E05000484"
"E05000485","E05000485"
"E05000486","E05000486"
"E05000487","E05000487"
"E05000488","E05000488"
"E05000489","E05000489"
"E05000490","E05000490"
"E05000491","E05000491"
"E05000492","E05000492"
"E05000493","E05000493"
"E05000494","E05000494"
"E05000516","E05000516"
"E05000517","E05000517"
"E05000518","E05000518"
"E05000519","E05000519"
"E05000520","E05000520"
"E05000521","E05000521"
"E05000522","E05000522"
"E05000523","E05000523"
"E05000524","E05000524"
"E05000525","E05000525"
"E05000526","E05000526"
"E05000527","E05000527"
"E05000528","E05000528"
"E05000529","E05000529"
"E05000530","E05000530"
"E05000531","E05000531"
"E05000532","E05000532"
"E05000533","E05000533"
"E05000555","E05000555"
"E05000556","E05000556"
"E05000557","E05000557"
"E05000558","E05000558"
"E05000559","E05000559"
"E05000560","E05000560"
"E05000561","E05000561"
"E05000562","E05000562"
"E05000563","E05000563"
"E05000564","E05000564"
"E05000565","E05000565"
"E05000566","E05000566"
"E05000567","E05000567"
"E05000568","E05000568"
"E05000569","E05000569"
"E05000570","E05000570"
"E05000571","E05000571"
"E05000572","E05000572"
"E05000590","E05000590"
"E05000591","E05000591"
"E05000592","E05000592"
"E05000593","E05000593"
"E05000594","E05000594"
"E05000595","E05000595"
"E05000596","E05000596"
"E05000597","E05000597"
"E05000598","E05000598"
"E05000599","E05000599"
"E05000600","E05000600"
"E05000601","E05000601"
"E05000602","E05000602"
"E05000603","E05000603"
"E05000604","E05000604"
"E05000605","E05000605"
"E05000606","E05000606"
"E05000607","E05000607"
"E05000608","E05000608"
"E05000609","E05000609"
"E05000610","E05000610"
"E05000611","E05000611"
"E05000612","E05000612"
"E05000613","E05000613"
"E05000614","E05000614"
"E05000615","E05000615"
"E05000616","E05000616"
"E05000617","E05000617"
"E05000618","E05000618"
"E05000619","E05000619"
"E05000620","E05000620"
"E05000621","E05000621"
"E05000622","E05000622"
"E05000623","E05000623"
"E05000624","E05000624"
"E05000625","E05000625"
"E05000626","E05000626"
"E05000627","E05000627"
"E05000628","E05000628"
"E05000629","E05000629"
"E05000630","E05000630"
"E05000631","E05000631"
"E05000632","E05000632"
"E05000633","E05000633"
"E05000634","E05000634"
"E05000635","E05000635"
"E05000636","E05000636"
"E05000637","E05000637"
"E05000638","E05000638"
"E05000639","E05000639"
"E05000640","E05000640"
"E05000641","E05000641"
"E05000642","E05000642"
"E05000643","E05000643"
"E05000644","E05000644"
"E05000645","E05000645"
"E05000646","E05000646"
"E05000647","E05000647"
"E05000648","E05000648"
"E05000649","E05000649"
"E05000650","E05000650"
"E05000651","E05000651"
"E05000652","E05000652"
"E05000653","E05000653"
"E05000654","E05000654"
"E05000655","E05000655"
"E05000656","E05000656"
"E05000657","E05000657"
"E05000658","E05000658"
"E05000659","E05000659"
"E05000660","E05000660"
"E05000661","E05000661"
"E05000662","E05000662"
"E05000663","E05000663"
"E05000664","E05000664"
"E05000665","E05000665"
"E05000666","E05000666"
"E05000667","E05000667"
"E05000668","E05000668"
"E05000669","E05000669"
"E05000670","E05000670"
"E05000671","E05000671"
"E05000672","E05000672"
"E05000673","E05000673"
"E05000674","E05000674"
"E05000675","E05000675"
"E05000676","E05000676"
"E05000677","E05000677"
"E05000678","E05000678"
"E05000679","E05000679"
"E05000680","E05000680"
"E05000681","E05000681"
"E05000682","E05000682"
"E05000683","E05000683"
"E05000684","E05000684"
"E05000685","E05000685"
"E05000686","E05000686"
"E05000719","E05000719"
"E05000720","E05000720"
"E05000721","E05000721"
"E05000722","E05000722"
"E05000723","E05000723"
"E05000724","E05000724"
"E05000725","E05000725"
"E05000726","E05000726"
"E05000727","E05000727"
"E05000728","E05000728"
"E05000729","E05000729"
"E05000730","E05000730"
"E05000731","E05000731"
"E05000732","E05000732"
"E05000733","E05000733"
"E05000734","E05000734"
"E05000735","E05000735"
"E05000736","E05000736"
"E05000737","E05000737"
"E05000738","E05000738"
"E05000739","E05000739"
"E05000740","E05000740"
"E05000741","E05000741"
"E05000742","E05000742"
"E05000743","E05000743"
"E05000744","E05000744"
"E05000745","E05000745"
"E05000746","E05000746"
"E05000747","E05000747"
"E05000748","E05000748"
"E05000749","E05000749"
"E05000750","E05000750"
"E05000751","E05000751"
"E05000752","E05000752"
"E05000753","E05000753"
"E05000754","E05000754"
"E05000755","E05000755"
"E05000756","E05000756"
"E05000757","E05000757"
"E05000758","E05000758"
"E05000759","E05000759"
"E05000760","E05000760"
"E05000761","E05000761"
"E05000762","E05000762"
"E05000763","E05000763"
"E05000764","E05000764"
"E05000765","E05000765"
"E05000766","E05000766"
"E05000767","E05000767"
"E05000768","E05000768"
